VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,RV_TOTAL,turnout,trump_share_2024,harris_share_2024,trump_share_2020,biden_share_2020
270770080,3-E Baudette City,80,Baudette,Lake of the Woods,39,8,2,2A,3,9,8077,no data,no data,no data,Digital Scan 200,YES,48,2,0,41,0,0,41,27,13,0,0,0,0,0,0,0,0,40,23,16,1,0,0,40,28,12,0,40,0,0,0,0,24,14,0,38,20,15,6,41,50,0.8,0.675,0.325,0.6153846153846154,0.358974359
270870005,Beaulieu Twp,5,Beaulieu Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,YES,57,3,0,48,0,0,48,32,11,0,3,0,0,0,0,0,0,46,27,17,3,1,0,48,32,16,0,48,0,0,0,0,34,14,0,48,20,25,3,48,60,0.7666666666666667,0.6956521739130435,0.2391304347826087,0.6041666666666666,0.3541666666666667
270870020,Chief Twp,20,Chief Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,YES,65,3,0,59,0,0,59,32,26,0,1,0,0,0,0,0,0,59,25,30,0,1,0,56,32,22,0,54,0,0,0,0,32,24,0,56,25,27,7,59,68,0.8676470588235294,0.5423728813559322,0.4406779661016949,0.6,0.38
270870025,Clover Twp,25,Clover Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,YES,56,11,0,45,1,0,46,21,22,0,0,0,0,0,0,0,1,44,19,24,0,1,0,44,22,20,0,42,0,0,0,0,20,20,0,40,32,9,5,46,67,0.6567164179104478,0.4772727272727273,0.5,0.5384615384615384,0.4423076923076923
270870030,Gregory Twp,30,Gregory Twp,Mahnomen,44,8,2,2B,4,9,1087,no data,no data,no data,ImageCast Evolution,YES,51,4,0,45,0,0,45,31,12,0,1,0,0,0,0,0,0,44,26,17,1,0,0,44,28,15,0,43,0,0,0,0,28,14,0,42,21,22,2,45,55,0.8,0.7045454545454546,0.2727272727272727,0.7111111111111111,0.2666666666666666
270870035,Heier Twp,35,Heier Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,YES,79,10,0,71,0,0,71,42,25,0,0,1,0,0,0,0,1,69,40,28,0,0,0,68,42,25,0,67,0,0,0,0,43,24,0,67,35,33,3,71,89,0.7752808988764045,0.6086956521739131,0.3623188405797101,0.6538461538461539,0.3461538461538461
270870040,Island Lake Twp,40,Island Lake Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,YES,152,12,0,129,0,0,129,88,39,0,0,0,0,0,0,0,0,127,74,45,1,3,1,124,87,40,0,127,0,0,0,0,83,37,0,120,74,47,8,129,164,0.774390244,0.6929133858267716,0.3070866141732283,0.7214285714285714,0.2714285714285714
270870045,La Garde Twp,45,La Garde Twp,Mahnomen,44,8,2,2B,2,9,1087,no data,no data,no data,ImageCast Evolution,NO,109,17,75,16,0,0,91,70,20,0,1,0,0,0,0,0,0,91,60,26,2,0,0,88,64,22,0,86,0,0,0,0,65,20,0,85,37,46,8,91,126,0.7222222222222222,0.7692307692307693,0.2197802197802197,0.6904761904761905,0.2976190476190476
270870050,Lake Grove Twp,50,Lake Grove Twp,Mahnomen,44,8,2,2B,5,9,1087,no data,no data,no data,ImageCast Evolution,YES,108,9,0,95,0,0,95,70,22,0,1,0,0,0,1,0,0,94,60,30,1,0,0,91,65,26,0,91,0,0,0,0,62,27,0,89,47,40,8,95,117,0.8034188034188035,0.7446808510638298,0.2340425531914893,0.6777777777777778,0.2777777777777778
270870060,Marsh Creek Twp,60,Marsh Creek Twp,Mahnomen,44,8,2,2B,4,9,1087,no data,no data,no data,ImageCast Evolution,NO,78,9,60,15,0,0,75,53,22,0,0,0,0,0,0,0,0,75,41,30,1,3,0,75,50,25,0,75,0,0,0,0,53,22,0,75,44,28,3,75,87,0.8620689655172413,0.7066666666666667,0.2933333333333333,0.6712328767123288,0.3013698630136986
270870065,Oakland Twp,65,Oakland Twp,Mahnomen,44,8,2,2B,5,9,1087,no data,no data,no data,ImageCast Evolution,YES,174,2,0,138,0,0,138,84,53,0,0,0,0,0,0,0,0,137,75,60,0,1,0,136,82,51,0,133,0,0,0,0,81,51,0,132,104,30,4,138,176,0.7784090909090909,0.6131386861313869,0.3868613138686131,0.5957446808510638,0.3829787234042553
270870070,Pembina Twp,70,Pembina Twp,Mahnomen,44,8,2,2B,4,9,1087,no data,no data,no data,ImageCast Evolution,NO,317,26,181,36,0,0,217,116,94,0,2,0,0,0,0,1,3,216,105,102,1,3,0,211,118,87,0,205,0,0,0,0,119,82,0,201,124,71,22,217,343,0.6297376093294461,0.5370370370370371,0.4351851851851852,0.4785992217898833,0.5019455252918288
270870075,Popple Grove Twp,75,Popple Grove Twp,Mahnomen,44,8,2,2B,5,9,1087,no data,no data,no data,ImageCast Evolution,YES,74,5,0,69,0,0,69,45,19,0,2,0,0,0,0,0,0,66,40,27,0,1,0,68,45,21,0,66,0,0,0,0,45,20,0,65,34,30,5,69,79,0.8354430379746836,0.6818181818181818,0.2878787878787879,0.5606060606060606,0.4393939393939394
270870080,Rosedale Twp,80,Rosedale Twp,Mahnomen,44,8,2,2B,5,9,1087,no data,no data,no data,ImageCast Evolution,YES,96,0,0,80,1,0,81,51,28,0,0,0,0,0,0,0,0,79,47,34,0,0,0,81,51,28,0,79,0,0,0,0,54,24,0,78,33,42,6,81,96,0.8229166666666666,0.6455696202531646,0.3544303797468354,0.5666666666666667,0.4222222222222222
270870085,Twin Lakes Twp,85,Twin Lakes Twp,Mahnomen,44,8,2,2B,3,9,1087,no data,no data,no data,ImageCast Evolution,YES,350,40,0,222,0,0,222,63,156,0,1,0,0,0,0,0,0,220,57,148,1,6,0,212,65,145,0,210,0,0,0,0,62,154,0,216,180,29,13,222,390,0.5641025641025641,0.2863636363636364,0.7090909090909091,0.2161016949152542,0.7584745762711864
270870090,Little Elbow Twp,90,Little Elbow Twp,Mahnomen,44,8,2,2B,3,9,1087,no data,no data,no data,ImageCast Evolution,YES,151,8,0,132,0,0,132,49,81,0,2,0,0,0,0,0,0,132,43,84,0,3,0,130,51,79,0,130,0,0,0,0,48,81,0,129,102,21,9,132,159,0.8301886792452831,0.3712121212121212,0.6136363636363636,0.3214285714285714,0.6696428571428571
270870095,Waubun,95,Waubun,Mahnomen,44,8,2,2B,5,9,1087,no data,no data,no data,ImageCast Evolution,YES,213,15,0,153,0,0,153,71,78,1,0,0,0,0,0,1,0,151,64,83,0,1,0,148,68,79,0,147,0,0,0,0,63,82,0,145,113,30,10,153,228,0.6622807017543859,0.4701986754966887,0.5165562913907285,0.3941176470588235,0.5823529411764706
270950005,Bock,5,Bock,Mille Lacs,48,8,10,10B,4,7,3095,no data,1320,no data,Digital Scan 200,YES,48,20,0,35,0,0,35,25,9,0,1,0,0,0,0,0,0,35,19,10,1,5,0,35,23,11,0,34,0,0,0,0,23,10,0,33,28,3,4,35,68,0.5147058823529411,0.7142857142857143,0.2571428571428571,0.6923076923076923,0.3076923076923077
270950020,Bradbury Twp,20,Bradbury Twp,Mille Lacs,48,8,10,10A,5,7,3095,no data,no data,no data,Digital Scan 200,YES,130,4,0,116,1,0,117,88,28,0,1,0,0,0,0,0,0,117,77,35,1,2,0,115,83,32,0,115,0,0,0,0,80,30,0,110,62,41,14,117,134,0.8731343283582089,0.7521367521367521,0.2393162393162393,0.76,0.22
270950025,Dailey Twp,25,Dailey Twp,Mille Lacs,48,8,10,10B,4,7,3095,no data,no data,no data,Digital Scan 200,NO,137,37,104,28,0,0,132,98,31,1,2,0,0,0,0,0,0,132,80,40,4,2,0,126,93,35,0,128,0,0,0,0,94,30,0,124,79,36,17,132,174,0.7586206896551724,0.7424242424242424,0.2348484848484848,0.7421875,0.2421875
270950035,Foreston,35,Foreston,Mille Lacs,48,8,10,10B,3,7,3095,no data,1320,no data,Digital Scan 200,NO,339,36,279,34,0,0,313,237,71,1,1,1,0,0,1,0,0,312,206,87,5,7,0,305,223,79,0,302,0,0,0,0,232,68,0,300,205,83,25,313,375,0.832,0.7596153846153846,0.2275641025641025,0.7526132404181185,0.2160278745644599
270950045,Hayland Twp,45,Hayland Twp,Mille Lacs,48,8,10,10B,4,7,3095,no data,1320,no data,Digital Scan 200,YES,344,23,0,304,0,0,304,236,61,1,1,0,0,0,0,1,2,302,215,72,6,5,1,299,228,67,1,296,0,0,0,0,225,66,1,292,181,101,22,304,367,0.8228882833787466,0.7814569536423841,0.2019867549668874,0.8,0.1901639344262295
270950055,Isle Harbor Twp,55,Isle Harbor Twp,Mille Lacs,48,8,10,10A,5,7,3095,no data,no data,no data,Digital Scan 200,NO,389,5,286,63,0,0,349,233,100,0,5,2,1,0,0,0,0,341,201,124,3,8,0,336,235,102,1,338,0,0,0,0,236,101,0,337,234,94,21,349,394,0.8654822335025381,0.6832844574780058,0.2932551319648094,0.7126436781609196,0.2758620689655172
270950085,Mudgett Twp,85,Mudgett Twp,Mille Lacs,48,8,10,10A,4,7,3095,no data,no data,no data,Digital Scan 200,YES,61,8,0,62,0,0,62,56,5,0,0,0,0,0,0,0,0,61,48,10,0,0,0,58,52,6,0,58,0,0,0,0,52,6,0,58,31,25,6,62,69,0.8840579710144928,0.918032787,0.081967213,0.8305084745762712,0.1186440677966101
270950105,Pease,105,Pease,Mille Lacs,48,8,10,10B,2,7,3095,no data,1320,no data,Digital Scan 200,NO,160,10,111,27,0,0,138,95,41,0,1,0,1,0,0,0,0,138,85,43,3,5,0,136,90,45,0,135,0,0,0,0,92,40,0,132,84,46,8,138,170,0.8117647058823529,0.6884057971014492,0.2971014492753623,0.6910569105691057,0.2439024390243902
270950125,Wahkon,125,Wahkon,Mille Lacs,48,8,10,10A,5,7,3095,no data,no data,no data,Digital Scan 200,NO,203,21,160,21,0,0,181,110,69,0,2,0,0,0,0,0,0,181,82,82,6,5,0,175,105,74,0,179,0,0,0,0,105,68,0,173,128,41,12,181,224,0.8080357142857143,0.6077348066298343,0.3812154696132597,0.5672514619883041,0.4152046783625731
271150015,Askov,15,Askov,Pine,58,8,11,11B,5,10,3115,no data,1410,no data,Digital Scan 200,NO,187,47,166,27,0,0,193,114,76,0,3,0,0,0,0,0,0,193,90,89,2,5,0,186,111,74,0,185,0,0,0,0,114,67,1,182,142,30,21,193,234,0.8247863247863247,0.5906735751295337,0.3937823834196891,0.6081871345029239,0.3859649122807017
271150020,Barry Twp,20,Barry Twp,Pine,58,8,11,11B,3,10,3115,no data,no data,no data,Digital Scan 200,NO,340,33,227,73,2,0,302,193,104,1,2,0,0,0,0,0,1,301,160,127,4,4,0,295,186,102,0,288,0,0,0,0,190,95,0,285,200,70,32,302,373,0.806970509,0.6411960132890365,0.3455149501661129,0.6654929577464789,0.3169014084507042
271150025,Birch Creek Twp,25,Birch Creek Twp,Pine,58,8,11,11A,4,10,3115,no data,no data,no data,Digital Scan 200,NO,171,15,136,23,0,0,159,111,48,0,0,0,0,0,0,0,0,159,88,61,1,2,0,152,108,46,0,154,0,0,0,0,104,50,0,154,107,39,13,159,186,0.8548387096774194,0.6981132075471698,0.3018867924528302,0.5925925925925926,0.3925925925925926
271150030,Bremen Twp,30,Bremen Twp,Pine,58,8,11,11B,4,10,3115,no data,no data,no data,Digital Scan 200,NO,194,15,138,38,0,0,176,118,57,0,1,0,0,0,0,0,0,176,97,69,4,3,0,173,107,64,0,171,0,0,0,0,112,59,0,171,133,33,10,176,209,0.8421052631578947,0.6704545454545454,0.3238636363636363,0.6075949367088608,0.360759494
271150035,Brook Park,35,Brook Park,Pine,58,8,11,11B,2,10,3115,no data,no data,no data,Digital Scan 450,YES,69,10,0,57,0,0,57,38,18,0,1,0,0,0,0,0,0,57,33,22,0,0,0,55,37,18,0,55,0,0,0,0,36,19,0,55,38,8,11,57,79,0.7215189873417721,0.6666666666666666,0.3157894736842105,0.7083333333333334,0.2916666666666667
271150040,Brook Park Twp,40,Brook Park Twp,Pine,58,8,11,11B,2,10,3115,no data,no data,no data,Digital Scan 200,NO,333,30,234,65,0,0,299,207,80,2,6,2,0,0,0,0,0,297,181,94,9,7,0,291,204,83,0,287,0,0,0,0,209,79,0,288,193,92,14,299,363,0.8181818181818182,0.696969697,0.2693602693602693,0.6897810218978102,0.2992700729927007
271150045,Bruno,45,Bruno,Pine,58,8,11,11A,4,10,3115,no data,1410,no data,Digital Scan 450,YES,58,2,0,47,1,0,48,30,17,0,1,0,0,0,0,0,0,48,28,19,0,0,0,47,30,17,0,47,0,0,0,0,28,18,0,46,31,12,5,48,60,0.8,0.625,0.3541666666666667,0.6111111111111112,0.3703703703703703
271150050,Bruno Twp,50,Bruno Twp,Pine,58,8,11,11A,5,10,3115,no data,no data,no data,Digital Scan 450,YES,118,4,0,110,0,0,110,63,45,0,2,0,0,0,0,0,0,110,50,52,3,1,0,106,65,39,0,104,0,0,0,0,66,38,0,104,67,25,18,110,122,0.9016393442622952,0.5727272727272728,0.4090909090909091,0.5408163265306123,0.4387755102040816
271150060,Clover Twp,60,Clover Twp,Pine,58,8,11,11B,3,10,3115,no data,1410,no data,Digital Scan 200,NO,297,24,201,67,0,0,268,208,55,0,3,1,0,0,0,0,1,268,182,69,0,3,1,255,204,49,0,253,0,0,0,0,204,54,0,258,171,71,26,268,321,0.8348909657320872,0.7761194029850746,0.2052238805970149,0.7206477732793523,0.2550607287449393
271150070,Danforth Twp,70,Danforth Twp,Pine,58,8,11,11B,5,10,3115,no data,1410,no data,Digital Scan 450,YES,69,5,0,62,0,0,62,54,8,0,0,0,0,0,0,0,0,62,50,11,0,0,1,62,53,7,1,61,0,0,0,0,54,6,1,61,36,15,11,62,74,0.8378378378378378,0.8709677419354839,0.1290322580645161,0.8392857142857143,0.1428571428571428
271150085,Finlayson,85,Finlayson,Pine,58,8,11,11B,4,10,3115,no data,1410,no data,Digital Scan 450,YES,189,11,0,154,0,0,154,117,35,0,1,0,0,0,0,1,0,154,96,47,3,3,0,149,111,38,0,149,0,0,0,0,109,40,0,149,113,31,10,154,200,0.77,0.7597402597402597,0.2272727272727272,0.7103448275862069,0.2620689655172414
271150090,Finlayson Twp,90,Finlayson Twp,Pine,58,8,11,11B,5,10,3115,no data,1410,no data,Digital Scan 200,NO,309,26,258,27,0,0,285,213,68,1,2,0,0,0,0,0,1,285,179,85,4,6,0,274,208,66,0,274,0,0,0,0,203,70,0,273,178,67,40,285,335,0.8507462686567164,0.7473684210526316,0.2385964912280701,0.7789855072463768,0.1992753623188405
271150095,Fleming Twp,95,Fleming Twp,Pine,58,8,11,11B,5,10,3115,no data,no data,no data,Digital Scan 200,NO,90,3,52,16,0,0,68,50,18,0,0,0,0,0,0,0,0,68,41,24,0,3,0,68,52,15,0,67,0,0,0,0,54,13,0,67,41,24,3,68,93,0.7311827956989247,0.7352941176470589,0.2647058823529412,0.675,0.2875
271150120,Kerrick Twp,120,Kerrick Twp,Pine,58,8,11,11A,5,10,3115,no data,no data,no data,Digital Scan 450,YES,209,7,0,185,0,0,185,95,84,0,1,4,0,0,0,0,0,184,87,90,1,4,0,182,99,83,0,182,0,0,0,0,97,85,1,183,141,37,7,185,216,0.8518518518518519,0.5163043478260869,0.4565217391304347,0.6030927835051546,0.3762886597938144
271150125,Kettle River Twp,125,Kettle River Twp,Pine,58,8,11,11B,4,10,3115,no data,no data,no data,Digital Scan 200,NO,359,33,262,75,1,0,338,226,106,0,2,0,0,0,0,0,1,335,191,131,4,7,0,333,220,108,0,328,0,0,0,0,214,112,0,326,234,76,28,338,392,0.8545918367346939,0.6746268656716418,0.3164179104477612,0.59,0.3966666666666666
271150135,Mission Creek Twp,135,Mission Creek Twp,Pine,58,8,11,11B,2,10,3115,no data,no data,no data,Digital Scan 200,NO,370,18,247,74,0,0,321,232,83,0,0,1,0,0,0,0,0,316,205,99,1,9,0,314,233,75,0,308,0,0,0,0,222,82,0,304,214,70,37,321,388,0.8144329896907216,0.7341772151898734,0.2626582278481013,0.7353846153846154,0.2461538461538461
271150140,Munch Twp,140,Munch Twp,Pine,58,8,11,11B,3,10,3115,no data,no data,no data,Digital Scan 200,NO,207,23,154,41,0,0,195,145,44,2,0,2,0,0,1,1,0,195,119,62,4,5,0,190,132,53,0,185,0,0,0,0,130,52,0,182,131,51,13,195,230,0.8478260869565217,0.7435897435897436,0.2256410256410256,0.7344632768361582,0.2542372881355932
271150145,New Dosey Twp,145,New Dosey Twp,Pine,58,8,11,11A,5,10,3115,no data,1410,no data,Digital Scan 450,YES,61,1,0,49,0,0,49,39,8,0,1,0,0,0,0,0,1,49,32,13,0,0,1,46,37,7,1,45,0,0,0,0,36,7,1,44,27,17,5,49,62,0.7903225806451613,0.7959183673469388,0.1632653061224489,0.6666666666666666,0.3333333333333333
271150150,Nickerson Twp,150,Nickerson Twp,Pine,58,8,11,11A,5,10,3115,no data,no data,no data,Digital Scan 450,YES,101,4,0,88,0,0,88,54,32,0,1,0,0,0,0,0,0,87,44,38,5,1,0,88,56,31,0,87,0,0,0,0,53,35,0,88,65,22,1,88,105,0.8285714285714286,0.6206896551724138,0.367816092,0.5876288659793815,0.4020618556701031
271150155,Norman Twp,155,Norman Twp,Pine,58,8,11,11A,4,10,3115,no data,no data,no data,Digital Scan 450,YES,210,10,0,185,0,0,185,120,63,1,1,0,0,0,0,0,0,185,94,77,7,1,0,179,118,62,0,180,0,0,0,0,116,61,0,177,119,52,14,185,220,0.8409090909090909,0.6486486486486487,0.3405405405405405,0.5953757225433526,0.3872832369942196
271150160,Ogema Twp,160,Ogema Twp,Pine,58,8,11,11B,3,10,3115,no data,1410,no data,Digital Scan 200,NO,184,17,106,53,0,0,159,73,79,0,3,0,1,0,0,2,1,159,67,84,1,0,0,152,78,73,0,151,0,0,0,0,81,70,0,151,110,26,23,159,201,0.7910447761194029,0.4591194968553459,0.4968553459119497,0.440251572,0.5408805031446541
271150207,Rutledge,207,Rutledge,Pine,58,8,11,11B,4,10,3115,no data,no data,no data,Digital Scan 200,NO,123,14,95,12,0,0,107,60,41,0,1,0,0,0,0,1,2,105,46,51,0,4,0,101,55,43,0,98,0,0,0,0,54,44,0,98,91,10,6,107,137,0.7664233576642335,0.5714285714285714,0.3904761904761905,0.5648148148148148,0.4259259259259259
271150221,Sturgeon Lake,221,Sturgeon Lake,Pine,58,8,11,11A,4,10,3115,no data,no data,no data,Digital Scan 200,NO,284,40,219,47,0,0,266,161,99,1,3,1,0,0,0,0,1,266,139,112,6,7,0,264,163,99,0,262,0,0,0,0,164,97,0,261,189,62,15,266,324,0.8209876543209876,0.6052631578947368,0.3721804511278195,0.5625,0.3958333333333333
271150225,Sturgeon Lake Twp,225,Sturgeon Lake Twp,Pine,58,8,11,11A,4,10,3115,no data,no data,no data,Digital Scan 200,NO,237,25,175,42,0,0,217,150,60,0,4,0,0,0,0,0,0,214,124,78,5,4,0,211,152,60,0,212,0,0,0,0,149,62,0,211,126,66,25,217,262,0.816793893,0.7009345794392523,0.2803738317757009,0.6336633663366337,0.3465346534653465
271150230,Willow River,230,Willow River,Pine,58,8,11,11B,4,10,3115,no data,1410,no data,Digital Scan 200,NO,254,25,173,48,0,0,221,149,71,0,1,0,0,0,0,0,0,221,129,88,0,2,0,219,144,75,0,219,0,0,0,0,140,78,0,218,148,57,16,221,279,0.7921146953405018,0.6742081447963801,0.3212669683257919,0.5922330097087378,0.3737864077669903
271370031,Unorg Prct 3,31,Linwood Lake Unorg,St. Louis,69,8,3,3B,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,74,1,0,63,0,0,63,32,28,1,1,0,0,0,0,0,0,62,33,28,2,0,0,63,35,27,0,62,0,0,0,0,36,27,0,63,42,17,4,63,75,0.8266666666666667,0.5161290322580645,0.4516129032258064,0.4098360655737705,0.5573770491803278
271370090,Cedar Valley Twp,90,Cedar Valley Twp,St. Louis,69,8,7,7A,7,6,3138,no data,no data,no data,Digital Scan 200,NO,135,3,108,11,0,0,119,69,44,1,4,0,0,0,0,1,0,119,64,50,3,2,0,119,77,42,0,119,0,0,0,0,75,43,0,118,68,45,6,119,138,0.8623188405797102,0.5798319327731093,0.3697478991596639,0.6343283582089553,0.3582089552238806
271370125,Cook,125,Cook,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,Digital Scan 200,NO,341,49,239,75,0,0,314,165,138,0,5,0,0,0,0,1,2,311,128,165,4,8,1,306,176,129,0,305,0,0,0,0,167,130,0,305,230,66,18,314,390,0.7974358974358975,0.5305466237942122,0.4437299035369775,0.5016077170418006,0.4823151125401929
271370130,Cotton Twp,130,Cotton Twp,St. Louis,69,8,7,7B,6,6,3138,no data,no data,no data,Digital Scan 200,NO,366,19,284,43,1,0,328,172,147,1,3,0,0,0,0,0,3,326,145,176,2,2,1,326,180,145,0,325,0,0,0,0,182,139,0,321,228,86,14,328,385,0.8467532467532467,0.5276073619631901,0.450920245,0.4969325153374233,0.4938650306748466
271370437,Eagles Nest Twp,437,Eagles Nest Twp,St. Louis,69,8,3,3A,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,232,8,0,220,0,0,220,98,117,0,0,2,0,0,0,0,3,220,81,132,1,2,2,218,105,111,0,216,0,0,0,0,109,106,0,216,177,35,8,220,240,0.9166666666666666,0.4454545454545454,0.5318181818181819,0.4361702127659574,0.5478723404255319
271370515,Field Twp,515,Field Twp,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,Digital Scan 200,NO,254,16,207,24,1,0,232,154,77,0,1,0,0,0,0,0,0,232,123,103,0,3,0,229,158,73,1,232,0,0,0,0,154,69,0,229,140,74,18,232,270,0.8592592592592593,0.6637931034482759,0.3318965517241379,0.5918367346938775,0.3877551020408163
271370520,Fine Lakes Twp,520,Fine Lakes Twp,St. Louis,69,8,7,7A,7,6,3138,no data,no data,no data,Digital Scan 200,NO,104,1,73,12,0,0,85,58,26,0,0,0,0,0,0,0,0,84,54,31,0,0,0,85,56,28,0,84,0,0,0,0,54,29,0,83,48,31,6,85,105,0.8,0.6904761904761905,0.3095238095238095,0.6395348837209303,0.3488372093023256
271370525,Floodwood P-1,525,Floodwood,St. Louis,69,8,7,7A,7,6,3138,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,299,11,0,235,1,0,236,95,134,1,1,0,0,0,0,0,1,232,81,144,2,4,0,231,105,126,0,231,0,0,0,0,94,133,0,227,192,37,7,236,310,0.7483870967741936,0.4094827586206896,0.5775862068965517,0.4153225806451613,0.5645161290322581
271370530,Floodwood Twp P-2,530,Floodwood Twp,St. Louis,69,8,7,7A,7,6,3138,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,188,10,0,145,0,0,145,79,62,1,1,0,0,0,0,0,0,143,70,71,1,1,0,143,82,61,0,143,0,0,0,0,78,61,0,139,103,34,8,145,198,0.7222222222222222,0.5524475524475524,0.4335664335664335,0.4968553459119497,0.4842767295597484
271370575,Great Scott Twp P-1,575,Great Scott Twp,St. Louis,69,8,7,7B,7,6,3137,no data,no data,no data,Digital Scan 200,NO,294,3,223,44,0,0,267,155,104,1,3,2,0,0,0,1,0,266,134,130,0,0,0,264,164,102,0,266,0,0,0,0,164,99,0,263,151,101,15,267,297,0.8956228956228957,0.5827067669172933,0.3909774436090225,0.5390334572490706,0.4386617100371747
271370580,Kinney/Great Scott Twp P-2,580,Kinney,St. Louis,69,8,7,7B,7,6,3137,no data,no data,no data,Digital Scan 200,NO,80,8,60,6,0,0,66,36,27,0,3,0,0,0,0,0,0,66,23,36,5,2,0,66,36,28,0,64,0,0,0,0,36,30,0,66,46,18,2,66,88,0.75,0.5454545454545454,0.4090909090909091,0.46875,0.5
271370755,Iron Junction,755,Iron Junction,St. Louis,69,8,7,7B,6,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,75,2,0,61,0,0,61,44,13,1,1,0,0,0,0,0,0,59,42,16,1,1,0,60,48,12,0,60,0,0,0,0,49,10,0,59,37,18,6,61,77,0.7662337662337663,0.7457627118644068,0.2203389830508474,0.7727272727272727,0.2272727272727272
271370797,McKinley,797,McKinley,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,70,2,0,55,0,0,55,21,33,0,0,0,0,0,0,0,1,55,21,32,1,0,0,54,22,31,0,53,0,0,0,0,22,32,0,54,39,15,1,55,72,0.7638888888888888,0.3818181818181818,0.6,0.4406779661016949,0.5084745762711864
271370821,Unorg Prct 24,821,Crab Lake Unorg,St. Louis,69,8,3,3A,4,6,3137,no data,no data,no data,Digital Scan 200,NO,57,4,27,25,1,0,53,18,35,0,0,0,0,0,0,0,0,53,14,36,2,0,0,52,19,33,0,52,0,0,0,0,22,29,0,51,49,1,3,53,61,0.8688524590163934,0.3396226415094339,0.660377358,0.2909090909090909,0.7090909090909091
271370852,North Star Twp,852,North Star Twp,St. Louis,69,8,3,3B,4,6,3138,no data,no data,no data,Digital Scan 200,NO,180,8,142,27,1,0,170,76,88,0,2,0,0,0,0,0,1,167,64,100,2,1,0,167,85,81,0,166,0,0,0,0,88,79,0,167,132,29,9,170,188,0.8882978723404256,0.4550898203592814,0.5269461077844312,0.419753086,0.5493827160493827
271370855,Northland Twp,855,Northland Twp,St. Louis,69,8,7,7B,6,6,3138,no data,no data,no data,Digital Scan 200,NO,133,6,103,11,0,0,114,67,45,1,1,0,0,0,0,0,0,114,61,48,3,1,0,113,72,41,0,113,0,0,0,0,67,45,0,112,83,27,4,114,139,0.8201438848920863,0.5877192982456141,0.3947368421052631,0.5677966101694916,0.4067796610169492
271370857,Unorg Prct 2,857,Whiteface Reservoir Unorg,St. Louis,69,8,3,3B,6,6,3138,no data,no data,no data,"Digital Scan 200, Digital Scan 950",YES,295,5,0,260,0,0,260,111,139,1,1,0,0,0,0,1,0,253,95,154,2,3,0,254,117,135,1,253,0,0,0,0,123,132,0,255,209,35,16,260,300,0.8433333333333334,0.4387351778656126,0.549407115,0.4,0.5892857142857143
271370865,Owens Twp,865,Owens Twp,St. Louis,69,8,3,3A,4,6,3137,no data,360,no data,"Digital Scan 200, Digital Scan 950",YES,159,10,0,142,0,0,142,104,37,0,1,0,0,0,0,0,0,142,84,50,1,3,0,138,105,36,0,141,0,0,0,0,102,35,0,139,81,48,13,142,169,0.8402366863905325,0.7323943661971831,0.2605633802816901,0.7066666666666667,0.2733333333333333
271370880,Pike Twp,880,Pike Twp,St. Louis,69,8,7,7B,4,6,3137,no data,no data,no data,Digital Scan 200,NO,299,18,238,37,2,0,277,146,120,3,5,1,0,0,0,1,1,277,123,145,5,2,0,275,163,109,1,273,0,0,0,0,159,105,0,264,174,90,13,277,317,0.8738170347003155,0.5270758122743683,0.4332129963898917,0.4982078853046595,0.4767025089605735
